text,label,events
"In Mr Palaoro's submission, the administrative criminal offence of which he was accused gave rise to a ""criminal charge"".",premise,"['he be accuse ', 'offence give rise', 'offence give charge']"
"Like the Commission, the Court notes that, although the offences in issue and the procedures followed in the case fall within the administrative sphere, they are nevertheless criminal in nature.",premise,"['number e ', ' follow case', 'offence fall sphere']"
This is moreover reflected in the terminology employed.,premise,['this be reflect terminology']
Thus Austrian law refers to administrative offences (Verwaltungsstraftaten) and administrative criminal procedure (Verwaltungsstrafverfahren).,premise,['law refer offence']
"In addition, the fine imposed on the applicant was accompanied by an order for his committal to prison in the event of his defaulting on payment (see paragraph 18 above).",premise,"[' impose applicant', 'fine be accompany order', 'his default payment', ' see paragraph']"
"These considerations are sufficient to establish that the offence of which the applicant was accused may be classified as ""criminal"" for the purposes of the Convention.",conclusion,"['applicant be accuse ', 'offence may be classify purpose']"
"There could be no doubt that by the reference in that reservation to ""measures for the deprivation of liberty"" the Austrian Government had meant to include proceedings resulting in such measures.",premise,"['government have mean ', ' to include proceeding', ' result measure']"
"Any other construction would not only lack coherence; it would also run counter to the authorities' intention, which had been to remove from the scope of the Convention the whole administrative system, including the substantive and procedural provisions of administrative criminal law.",premise,"['struction would would run nter', 'struction would would run intention', 'it would would run nter', 'it would would run intention', ' to remove system', ' to remove scope', ' include provision']"
"That would be so even in a case where, as in this instance, the accused was merely fined, in so far as default on payment of that fine would entail committal to prison.",premise,"['accuse be fine ', 'default would entail mittal']"
"Admittedly, the Road Traffic Act 1960 was not one of the four laws designated in the reservation.",premise,[' designate reservation']
"However, one of those laws, the Administrative Criminal Justice Act, stated in section 10 that, except as otherwise provided, the general administrative laws were to determine the nature and severity of sanctions.",premise,"['one state section', ' to determine nature']"
"It mattered little in this respect that sections 20 and 52 of the Road Traffic Act, which were applied in the present case, had been enacted after the reservation had been deposited, because those provisions merely clarified the substance of an existing obligation laid down in the Traffic Police Act 1947.",premise,"['it matter respect', 'which be apply case', 'section have be enact ', 'reservation have be deposit ', 'provision clarify substance', ' lay act']"
"According to the Government, the procedure in question was covered by Austria's reservation in respect of Article 5 (art. 5) of the Convention.",conclusion,"[' accord government', 'procedure be ere reservation', 'procedure be ere respect']"
"In the first place, it failed to satisfy the requirements of Article 64 (art. 64) of the Convention, which provides:",premise,"['it fail ', ' to satisfy requirement', 'which provide ']"
"Any State may, when signing [the] Convention or when depositing its instrument of ratification, make a reservation in respect of any particular provision of the Convention to the extent that any law then in force in its territory is not in conformity with the provision.",premise,"[' sign convention', ' deposit instrument', 'state may make reservation', 'state may make extent']"
Reservations of a general character shall not be permitted under this Article (art. 64).,premise,['reservation shall be permit art']
"Any reservation made under this Article (art. 64) shall contain a brief statement of the law concerned.""",premise,"[' make article', 'company shall tain statement']"
The applicant argued that the reservation could not apply in the present case.,conclusion,"['applicant argue ', 'number apply case']"
"Secondly, on a strict construction, its wording precluded extending its scope to the procedural sphere, which was in issue here.",premise,"['wording preclude ', ' extend scope', ' extend sphere']"
The applicant argued that the reservation could not apply in the present case.,conclusion,"['applicant argue ', 'number apply case']"
"It therefore remains only to ascertain whether the provisions applied (art. 5, art. 64) in the present case are covered by that reservation.",premise,"['it remain ', 'provision apply art', ' be ere reservation']"
They differ in certain essential respects from those in issue in the Chorherr case.,premise,"['they differ respect', 'they differ those']"
"The Court notes that Mr Palaoro based his complaints on Article 6 (art. 6) of the Convention, whereas the wording of the reservation invoked by the Government mentions only Article 5 (art. 5) and makes express reference solely to measures for the deprivation of liberty.",premise,"['number e ', 'palaoro base plaint', 'palaoro base art', ' invoke government', 'wording mention art', ' make reference']"
"Moreover, the reservation only comes into play where both substantive and procedural provisions of one or more of the four specific laws indicated in it have been applied.",premise,"['company e play', ' indicate it', 'provision have be apply ']"
"Here, however, the substantive provisions of a different Act, the Road Traffic Act 1960, were applied.",premise,['provision be apply ']
These considerations are a sufficient basis for concluding that the reservation in question does not apply in the instant case.,conclusion,['reservation do apply case']
"This was true not only of the administrative authorities, but also of the Constitutional Court, whose review was confined to constitutional issues, and above all of the Administrative Court.",premise,['review be fine issue']
"The latter was bound by the administrative authorities' findings of fact, except where there was a procedural defect within the meaning of section 42(2), sub-paragraph 3, of the Administrative Court Act (see paragraph 24 above).",premise,"['latter be bind finding', 'there be defect', ' see paragraph']"
"It was therefore not empowered to take evidence itself, or to establish the facts, or to take cognisance of new matters.",premise,"['it be empower ', ' to take evidence', ' to establish fact', ' to take nisance', ' to take matter']"
"Moreover, in the event of its quashing an administrative measure, it was not entitled to substitute its own decision for that of the authority concerned, but had always to remit the case to that authority.",premise,"['its quash measure', 'it be entitle ', ' to substitute decision', ' to substitute that', 'it have ', ' to remit case', ' to remit authority']"
"In short, its review was confined exclusively to questions of law and therefore could not be regarded as equivalent to that of a body with full jurisdiction.",premise,"['review be fine question', 'number be regard ']"
"Mr Palaoro contended that none of the bodies that had dealt with his case in the proceedings in issue could be regarded as a ""tribunal"" within the meaning of Article 6 para. 1 (art. 6-1).",conclusion,"['company tend ', 'that have deal case', 'that have deal proceeding', 'number be regard tribunal']"
