text,label,events
"The Court recalls that the scope of its jurisdiction is determined by the Commission’s decision on admissibility and that it has no power to entertain new and separate complaints which were not raised before the Commission (see, inter alia, the Singh v. the United Kingdom judgment of 21 February 1996, Reports of Judgments and Decisions 1996-I, p. 293, para. 44).",premise,"['court recall ', 'scope be determine decision', 'it have power', ' to entertain plaint', 'which be raise ', 'commission see judgment']"
"However, while Mr Findlay in his application to the Commission may not expressly have invoked his rights under Article 6 para. 1 of the Convention (art. 6-1) to a ""public hearing"" and a ""tribunal established by law"", he does appear to have raised in substance most of the matters which form the basis of his complaints in relation to these two provisions.",premise,"['findlay may have invoke right', 'findlay may have invoke .', ' establish law', 'he do appear ', ' to have raise most', ' to have raise substance', 'which form basis', 'which form relation']"
"Thus, in the Commission’s decision on admissibility, he is reported as referring in particular to the facts that the members of the court martial were appointed ad hoc, that the judge advocate’s advice on sentencing was not disclosed, that no reasons were given for the decisions taken by the court-martial board and the confirming and reviewing officers, and that the post-hearing reviews were essentially administrative in nature and conducted in private (see the Commission’s decision on admissibility, application no. 22107/93, pp. 32 35).",premise,"['he be report ', ' refer fact', 'member be appoint ', 'advice be disclose ', 'reason be give ', ' take board', ' review officer', ' see decision']"
"It follows that these are not new and separate complaints, and that the Court has jurisdiction to consider these matters (see, inter alia and mutatis mutandis, the James and Others v. the United Kingdom judgment of 21 February 1986, Series A no. 98, p. 46, para. 80).",conclusion,"['it follow ', 'court have jurisdiction', 'matter see judgment']"
"since they involved the determination of Mr Findlay’s sentence following his plea of guilty to criminal charges; indeed, this point was not disputed before it",premise,"['they involve determination', ' follow plea', 'point be dispute it']"
"(see the Engel and Others v. the Netherlands judgment of 18 June 1976, Series A no. 22, pp. 33-36, paras. 80-85, and the Eckle v. Germany judgment of 15 July 1982, Series A no. 51, pp. 34-35, paras. 76-77).",premise,[' see judgment']
"In the view of the Court, Article 6 para. 1 (art. 6-1) is clearly applicable to the court-martial proceedings,",conclusion,[]
"because, inter alia, all the officers appointed to it were directly subordinate to the convening officer who also performed the role of prosecuting authority",premise,"[' appoint it', 'who perform role']"
The lack of legal qualification or experience in the officers making the decisions either at the court martial or review stages made it impossible for them to act in an independent or impartial manner.,premise,"['officer make decision', 'officer make stage', 'lack make ', 'they to act manner']"
"The applicant complained that the court martial was not an ""independent and impartial tribunal"" as required by Article 6 para. 1 (art. 6 1),",conclusion,"['company plain ', ' require para']"
"because the statutory framework according to which it proceeded was too vague and imprecise; for example, it was silent on the question of how the convening officer, confirming officer and reviewing authorities were to be appointed.",premise,['it proceed ']
"Finally, he claimed that his court martial was not a tribunal ""established by law"",",conclusion,"['he claim ', ' establish law']"
"The Court observes that the convening officer, as was his responsibility under the rules applicable at the time, played a significant role before the hearing of Mr Findlay’s case.",premise,"['court observe ', 'officer play role', 'officer play hearing']"
He decided which charges should be brought and which type of court martial was most appropriate.,premise,"['he decide ', 'charge should be bring ']"
He convened the court martial and appointed its members and the prosecuting and defending officers (see paragraphs 14-15 and 36-37 above).,premise,"['company vene ', 'company appoint member', ' see paragraph']"
"Under the rules then in force, he had the task of sending an abstract of the evidence to the prosecuting officer and the judge advocate and could indicate passages which might be inadmissible.",premise,"['he have task', ' send abstract', ' send officer', ' indicate passage']"
"He procured the attendance at trial of the witnesses for the prosecution and those ""reasonably requested"" by the defence.",premise,"['he procure attendance', ' request defence']"
His agreement was necessary before the prosecuting officer could accept a plea to a lesser charge from an accused and was usually sought before charges were withdrawn (see paragraphs 38 and 39 above).,premise,"['officer accept plea', 'agreement be seek ', 'charge be withdraw ', ' see paragraph']"
"For these reasons the Court, like the Commission, considers that the convening officer was central to Mr Findlay’s prosecution and closely linked to the prosecuting authorities.",conclusion,"['court sider ', 'company sider ', ' link authority']"
The question therefore arises whether the members of the court martial were sufficiently independent of the convening officer and whether the organisation of the trial offered adequate guarantees of impartiality.,premise,"['question arise ', 'organisation offer guarantee']"
"It is noteworthy that all the members of the court martial, appointed by the convening officer, were subordinate in rank to him. Many of them, including the president, were directly or ultimately under his command (see paragraph 16 above).",premise,"[' appoint officer', ' include president', 'mand see paragraph']"
"Furthermore, the convening officer had the power, albeit in prescribed circumstances, to dissolve the court martial either before or during the trial (see paragraph 40 above).",premise,"['officer have power', 'officer have circumstance', ' to dissolve company', ' see paragraph']"
"Since all the members of the court martial which decided Mr Findlay’s case were subordinate in rank to the convening officer and fell within his chain of command, Mr Findlay’s doubts about the tribunal’s independence and impartiality could be objectively justified",conclusion,"['which decide case', 'member fall chain', 'doubt be justify ']"
"(see, mutatis mutandis, the Sramek v. Austria judgment of 22 October 1984, Series A no. 84, p. 20, para. 42).",premise,[]
