text,label,events
This is moreover reflected in the terminology employed.,premise,['this be reflect terminology']
Thus Austrian law refers to administrative offences (Verwaltungsstraftaten) and administrative criminal procedure (Verwaltungsstrafverfahren).,premise,['law refer offence']
"In addition, the fine imposed on the applicant was accompanied by an order for his committal to prison in the event of his defaulting on payment (see paragraph 15 above).",premise,"[' impose applicant', 'fine be accompany order', 'his default payment', ' see paragraph']"
"These considerations are sufficient to establish that the offence of which the applicant was accused may be classified as ""criminal"" for the purposes of the Convention.",premise,"['applicant be accuse ', 'offence may be classify purpose']"
"Like the Commission, the Court notes that, although the offences in issue and the procedures followed in the case fall within the administrative sphere, they are nevertheless criminal in nature.",conclusion,"['number e ', ' follow case', 'offence fall sphere']"
"Like the Commission, the Court notes that, although the offences in issue and the procedures followed in the case fall within the administrative sphere, they are nevertheless criminal in nature.",premise,"['number e ', ' follow case', 'offence fall sphere']"
It follows that Article 6 (art. 6) applies.,conclusion,['it follow art']
"In the first place, it failed to satisfy the requirements of Article 64 (art. 64) of the Convention, which provides:",premise,"['it fail ', ' to satisfy requirement', 'which provide ']"
"It therefore remains only to ascertain whether the provisions applied (art. 5, art. 64) in the present case are covered by that reservation.",premise,"['it remain ', 'provision apply art', ' be ere reservation']"
The applicant argued that the reservation could not apply in the present case.,conclusion,"['applicant argue ', 'number apply case']"
"Any State may, when signing [the] Convention or when depositing its instrument of ratification, make a reservation in respect of any particular provision of the Convention to the extent that any law then in force in its territory is not in conformity with the provision.",premise,"[' sign convention', ' deposit instrument', 'state may make reservation', 'state may make extent']"
Reservations of a general character shall not be permitted under this Article (art. 64).,premise,['reservation shall be permit art']
"Any reservation made under this Article (art. 64) shall contain a brief statement of the law concerned.""",premise,"[' make article', 'company shall tain statement']"
"In the first place, it failed to satisfy the requirements of Article 64 (art. 64) of the Convention, which provides:",conclusion,"['it fail ', ' to satisfy requirement', 'which provide ']"
"Secondly, on a strict construction, its wording precluded extending its scope to the procedural sphere, which was in issue here.",premise,"['wording preclude ', ' extend scope', ' extend sphere']"
"The Court points out that in the Chorherr v. Austria judgment of 25 August 1993 it held that Austria's reservation in respect of Article 5 (art. 5) of the Convention was compatible with Article 64 (art. 64) (Series A no. 266-B, p. 35, para. 21).",premise,"['court point ', 'it hold ']"
They differ in certain essential respects from those in issue in the Chorherr case.,premise,"['they differ respect', 'they differ those']"
"It therefore remains only to ascertain whether the provisions applied (art. 5, art. 64) in the present case are covered by that reservation.",conclusion,"['it remain ', 'provision apply art', ' be ere reservation']"
"The Court notes that Mr Pramstaller based his complaints on Article 6 (art. 6) of the Convention, whereas the wording of the reservation invoked by the Government mentions only Article 5 (art. 5) and makes express reference solely to measures for the deprivation of liberty.",premise,"['number e ', 'pramstaller base plaint', 'pramstaller base art', ' invoke government', 'wording mention art', ' make reference']"
"Moreover, the reservation only comes into play where both substantive and procedural provisions of one or more of the four specific laws indicated in it have been applied.",premise,"['company e play', ' indicate it', 'provision have be apply ']"
"Here, however, the substantive provisions of a different Act, the Tyrol Building Regulations Act 1978, were applied.",premise,['provision be apply ']
These considerations are a sufficient basis for concluding that the reservation in question does not apply in the instant case.,conclusion,['reservation do apply case']
"This was true not only of the administrative authorities, but also of the Constitutional Court, whose review was confined to constitutional issues, and above all of the Administrative Court.",premise,['review be fine issue']
"The latter was bound by the administrative authorities' findings of fact, except where there was a procedural defect within the meaning of section 42(2), sub-paragraph 3, of the Administrative Court Act (see paragraph 22 above).",premise,"['latter be bind finding', 'there be defect', ' see paragraph']"
"It was therefore not empowered to take evidence itself, or to establish the facts, or to take cognisance of new matters.",conclusion,"['it be empower ', ' to take evidence', ' to establish fact', ' to take nisance', ' to take matter']"
