text,label,events
"In the determination of his civil rights and obligations......, everyone is entitled to a fair...hearing within reasonable time... by[a]... tribunal”",premise,"['everyone be entitle tribunal', 'everyone be entitle fairhearing']"
"As regards the first set of proceedings, the period to be taken into consideration began on 3 January 1990 and ended on 22 May 1999.",premise,"[' regard set', ' to be take sideration', 'period begin january', 'period end may']"
"Thus, they lasted more than nine years and four months.",premise,['they last year']
"As regards the second set of proceedings, the period to be taken into consideration began on 4 September 1990 and ended on 25 February 1999.",premise,"[' regard set', ' to be take sideration', 'period begin september', 'period end february']"
"Thus, they lasted for more than eight years and five months.",premise,['they last year']
"The applicant complained that the length of the maintenance payment proceedings had been incompatible with the “reasonable time” principle as provided in Article 6 § 1 of the Convention, which reads as follows:",conclusion,"['company plain ', ' provide article', 'which read ']"
The Court notes that this complaint is not manifestly ill-founded within the meaning of Article 35 § 3 of the Convention.,premise,[' found meaning']
It further notes that it is not inadmissible on any other grounds.,premise,['it number ']
It must therefore be declared admissible.,conclusion,['it must be declare admissible']
"(see, among many other authorities, Frydlender v. France [GC], no. 30979/96, § 43, ECHR 2000-VII).",premise,"[' see gc', ' see authority']"
"The Court reiterates that the reasonableness of the length of proceedings must be assessed in the light of the circumstances of the case and with reference to the criteria established by its case-law, particularly the complexity of the case, the conduct of the applicant and of the relevant authorities and what was at stake for the applicant in the dispute",conclusion,"['court reiterate ', 'reasonableness must be assess light', ' establish law']"
"The Court reiterates that the reasonableness of the length of proceedings must be assessed in the light of the circumstances of the case and with reference to the criteria established by its case-law, particularly the complexity of the case, the conduct of the applicant and of the relevant authorities and what was at stake for the applicant in the dispute",premise,"['court reiterate ', 'reasonableness must be assess light', ' establish law']"
"The Court considers that the present proceedings can clearly be distinguished from the custody proceedings, as they concerned merely the fixing of maintenance payments and were not particularly complex.",premise,"['company sider ', 'proceeding can be distinguish proceeding', 'company cerne fixing']"
As regards the conduct of the applicant the Court has consistently held that applicants cannot be blamed for making full use of the remedies available to them under domestic law.,premise,"[' regard duct', 'court have hold ', 'applicant can be not blame ']"
"However, an applicant's behaviour constitutes an objective fact which cannot be attributed to the respondent State and which must be taken into account for the purpose of determining whether or not the reasonable time referred to in Article 6 § 1 has been exceeded",premise,"['company stitute fact', 'which can be not attribute state', 'which must be take account', 'which must be take purpose', ' refer article', 'number have be exceed ']"
"In the present case, the Court acknowledges that the applicant had filed numerous requests, complaints and motions and had repeatedly failed to obey the authorities' summons.",premise,"['court acknowledge ', 'applicant have file request', 'applicant have fail ', ' to obey summon']"
"Although such conduct contributed to prolonging the proceedings, it is not in itself sufficient to explain the length of the extensive proceedings.",premise,"['company tribute ', ' prolong proceeding', ' to explain length']"
"On the other hand, the Court notes that there are substantial delays attributable to the authorities.",premise,"['number e ', 'there be delay']"
"In particular, in the first set of proceedings, there is a period of inactivity of more than two years (from 3 January 1990 to 10 February 1992) while the case was pending before the Vienna Juvenile Court, and a further one of six years (from 13 May 1992 to 20 May 1998) before that court took a new decision after the first one had been quashed on appeal.",premise,"['there be period', ' pende court', 'rt take decision', 'one have be quash appeal']"
The Court cannot find that the Government has given sufficient explanation for these delays that occurred.,premise,"['court can not find ', 'government have give explanation', 'that occur ']"
"In the second set of proceedings, there is a period of inactivity of some three years (from 4 September 1990 to 10 August 1993), while the case was pending before the Vienna Juvenile Court, and a further such period of three years and seven months (from 5 January 1995 to 5 August 1998) before that court took a new decision after the first one had been quashed on appeal.",premise,"['there be period', ' pende court', 'rt take decision', 'one have be quash appeal']"
"The Court therefore finds that the overall length of the proceedings cannot be regarded as “reasonable”. Accordingly, there has been a violation of Article 6 § 1 of the Convention.",conclusion,"['court find ', 'length can be not regard ']"
"(see Erkner and Hofbauer v. Austria, no. 9616/81, Commission decision of 23 April 1987, A 117, § 68)",premise,[' see erkner']
"However, an applicant's behaviour constitutes an objective fact which cannot be attributed to the respondent State and which must be taken into account for the purpose of determining whether or not the reasonable time referred to in Article 6 § 1 has been exceeded",conclusion,"['company stitute fact', 'which can be not attribute state', 'which must be take account', 'which must be take purpose', ' refer article', 'number have be exceed ']"
