ID,A1,A2,A3,A4,A5,A6,A7,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B16bis,B16ter,B16quater,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B27bis,B28,B29,B30,B31,B32,B33,B34,B35,B35bis,B36,B37,B38,B39,B40,B41,B42,B43,B44,B45,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B57bis,B58,B59,B60,B61,B62,B63,B64,B65,B65bis,B66,B67,B68,B69,B70,B70bis,C1,C1bis,C2,C3,C4,C5,C5bis,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,B8bis,D9,D10,D11,D12,D13,D14,D15,D15bis,D16,D17,D18,E1,E2,E3,E4,E5,E6,F1,F2,F3,G1,G2,G3,G4,G5,H1,H2,H3,H4,H5,H6,H6bis,H7,H8,H9,H10,A8,B71,C9,D19,E7,F4,G6,H11
A1,0.9999999999999999,0.3351256683714483,0.2277264606989889,0.15303752965045006,0.3356437024280797,0.23427765694172026,0.26437366664349904,0.27627202351793656,0.22006554655704624,0.2767207038408871,0.2650136472938493,0.33358862420685503,0.21731978600646346,0.14702618265577852,0.1738939390510771,0.20906667317011193,0.34852244832250107,0.12371670439755117,0.15933059117728487,0.07227526663837282,0.391171450413279,0.23303352790942652,0.018956200522333863,0.3448463368405218,0.21908617939338196,0.19001175293968317,0.2707271477422437,0.09920864192940868,0.18708501922196422,0.17780432571482127,0.3505268459906924,0.27037465655530274,0.31086931078017205,0.2862304345561319,0.2721890004762645,0.33459440355064046,0.28104137330422385,0.25732066314066615,0.16150239674210512,0.3205101933642765,0.2640441034306231,0.3326271505480335,0.32320247702998117,0.1553730868867922,0.30760198332134214,0.19824749463163086,0.24543180829224692,0.2961331042218276,0.25913384068753037,0.2743840485084757,0.33209452118306465,0.20620764248752063,0.22044581081669823,0.192085371773691,0.137910564189409,0.3192700930570016,0.32961563654040615,0.25974490351277885,0.3105354299046372,0.47629572317132335,0.24290842361655227,0.18080945898512438,0.20830249034498402,0.22401646332212852,0.20562880850562132,0.16733448799981515,0.20578449234663246,0.10619376512790223,0.28287492303751316,0.23161589829714263,0.253075756763759,0.27711696707298733,0.22916354031274755,0.2284044616346372,0.3196038749635315,0.2918279384501443,0.13712596236539018,0.19635248288785412,0.18163280200938978,0.2955761212864153,0.2718810249016631,0.16939818359327163,0.23230483875739882,0.20666530551933296,0.23169116547553167,0.3130017451189107,0.24561434346494834,0.18489877273103103,0.11616192304431407,0.2243709861504615,0.38788550713545106,0.18505767302967305,0.2505160611291262,0.2649291417724086,0.24904798055887842,0.33148883586877137,0.07899836594803646,0.4328527034215309,0.31469053967396265,0.2902912455639772,0.13569950679421394,0.270888986399368,0.2511522133035161,0.1844743426082335,0.20194576177465115,0.28963544476543096,0.16712499586390017,0.3557061760712571,0.14822628237639848,0.39684750790832474,0.2425733364149034,0.12352371505476702,0.2163440740916574,0.2408298511092868,0.20385462909907992,0.2915863027442048,0.11616192304431407,0.2243709861504615,0.39877143413636,0.3362413660772174,0.29429222396633903,0.3945579432137272,0.2568993307205554,0.12458536852757209,0.3823536848674174,0.11471684674894707,0.3824707877714501,0.18399540080485222,0.20767095100866043,0.3113055494638163,0.2696678083881756,0.24746431163108554,0.204299382934789,0.3556143963823031,0.18970317524217004,0.24169940423895062,0.20962180613869674,0.23162172871501227,0.23871649636889372,0.3679060919806084,0.3152280191833459,0.37606220968519305,0.33297684613551753,0.422504947955524,0.2985576991597477,0.2724004886497345,0.29845836863790415,0.2590155493879983
A2,0.3351256683714483,1.0,0.34630916670651113,0.20269948967119822,0.259895163116399,0.17687229416131978,0.24068612916237525,0.1777480158273896,0.17646695153507033,0.16779739930638485,0.19739101384876517,0.2283860120404308,0.14960250676960568,0.10926726028370314,0.1304069906392048,0.15761336062137718,0.21245328204693972,0.09322800354117905,0.20011204921246273,0.12393243491595202,0.269146519495964,0.1864251627341141,0.03687183207165764,0.20991016065848989,0.15467645010549347,0.14020934269540028,0.2936611456029119,0.04558824413756866,0.1759453022226299,0.12372530242948053,0.2611936887317222,0.17471545620954837,0.1785867382573521,0.1814848121708588,0.18734890050015504,0.2296992586284211,0.2390618725724865,0.187019887260973,0.07382997606465276,0.2716585514438813,0.2172310020147201,0.22743826296415265,0.25478114195641244,0.1659886895877109,0.14525361216975288,0.12336581316898042,0.20547324412827647,0.21882005440232316,0.18540279942303384,0.1916803674472087,0.2406206860986722,0.1645849987382735,0.2268740014692625,0.16115389267921387,0.13448024235756234,0.2862705563638834,0.22575364513162863,0.1643410529595305,0.20285957903874158,0.32134897258556594,0.1782020457437753,0.14919988875110066,0.18171991390488618,0.19170409564263893,0.15798304461703983,0.10385639898749677,0.1671951310942138,0.07367186209455602,0.17988614618509835,0.1779169503481757,0.24601409718100137,0.21233006990536304,0.07629641715442648,0.1836507524568611,0.1754905753700098,0.18021400840741286,0.1007457977379949,0.22348680149104666,0.15736345445224942,0.29151376631239984,0.17971691446854596,0.13040407795375267,0.18202371623157343,0.16636280279814775,0.22851615708192052,0.16599313250060288,0.25114592568168453,0.10481922758833337,0.23759883954268765,0.22165370933174816,0.4133774623060715,0.24925241091840392,0.4650804893756477,0.3463139315553006,0.3031486931067736,0.2297474233785662,0.050262463726006665,0.36075412370865284,0.18429355046258744,0.1756263843960669,0.12643862361197478,0.17091828259065897,0.24164783255899722,0.14300608137448986,0.16289964586413244,0.2375221675656532,0.17738122522931649,0.2797602460317601,0.26781111724469503,0.2795648908944042,0.1960243908067617,0.07711282149137157,0.16920595827968446,0.18373793802078375,0.11158849761186235,0.17325386443025345,0.23759883954268765,0.22165370933174816,0.26224922548880625,0.2603815111386583,0.2064972014861924,0.29741199189441886,0.20267817782375017,0.13138479206063128,0.22132595970250168,0.08351089331256181,0.22805119094346582,0.292128569775649,0.16578110391624581,0.21709775023470207,0.19786339207561066,0.162579534743122,0.19138548068105443,0.16997805444566522,0.11940221589704121,0.16727428087989907,0.1603189672215126,0.16559675547064792,0.18280024779730575,0.25097818926046284,0.1781258227793171,0.19636044289135027,0.2063858629562327,0.2714040848885993,0.13203387952005147,0.12433705567531558,0.1236460725560099,0.1252588664299348
A3,0.2277264606989889,0.34630916670651113,1.0,0.199921976417119,0.18634310316540018,0.15411109630669964,0.18372016365984425,0.10698175979961301,0.13349034271323704,0.146765570671907,0.13251973836447373,0.11663836513262046,0.10950591875095594,0.08670603390533131,0.12758166402144835,0.13755747134064178,0.12820514491199153,0.10066633778194176,0.06378765501436684,0.10014954506009072,0.16768014372435477,0.1265623991551854,0.024063323176306918,0.1912489675483139,0.09511813984330934,0.08727287568440564,0.17499812059021036,0.033323933196891996,0.19227881742977995,0.12450378422214088,0.18054835783051007,0.15204874030086832,0.12960988664545545,0.1653537790613544,0.11102650070814656,0.19419233701401273,0.13039540308122896,0.1181573596229051,0.08089046476672616,0.18980451599355197,0.1467201770142831,0.15049028186220811,0.19232426746762238,0.12586914814982758,0.13600258594142553,0.11010940416464075,0.11388329032336272,0.1709977933902888,0.15206408383289763,0.10724073471823767,0.1641201618616674,0.13177268777636839,0.13351403968699077,0.1410556819173225,0.0880206844668148,0.19884252879500097,0.14878411136985503,0.12081677772176913,0.14308224930305977,0.1405277268680656,0.11548417924061538,0.11926171265162547,0.1381027372562467,0.13734152213343426,0.14055138964806904,0.1171468105060105,0.16386026928809444,0.10175289943701844,0.1355711548129877,0.10466757049579752,0.1608655510704093,0.15414765578151984,0.10126156133236504,0.1472632105087464,0.11310806501251633,0.1456107684650631,0.0963917278542244,0.13031320311382807,0.12904580096448423,0.19015853809478955,0.11912154703523327,0.1048170903493506,0.11664315875099994,0.1461478500181019,0.1204895110893886,0.10427621565119644,0.2583232441907126,0.13389355421487328,0.2100337827974258,0.1751439988112431,0.23050016224189546,0.22886141385486958,0.21088047220395184,0.27181290347617565,0.23408293355954216,0.16770320146352452,0.0545921332575406,0.24058606980302788,0.0993213725672711,0.116350777778263,0.0705385362022514,0.13798350011561994,0.14421277294386214,0.0929261694869563,0.10085086066575241,0.15124806076682665,0.1474768756142504,0.23285063483622528,0.17345228152421072,0.20334701595031648,0.13707806677334705,0.06957653339454134,0.1320973892646006,0.14607918884279372,0.10944786796647304,0.1492221908829997,0.2100337827974258,0.1751439988112431,0.1612716854897996,0.15254902349066446,0.14830342377710842,0.16570649784405037,0.13622744804247117,0.09717125410943225,0.1393227423966257,0.050390267770888134,0.1797747240707312,0.1674607960219482,0.15871951306743326,0.14058454259908496,0.1423739481808868,0.15177067735442606,0.16054588181671803,0.0684633133804679,0.09213321918465942,0.15780165627296303,0.15885943907857303,0.12189167217611793,0.16666033098581784,0.17727303271653636,0.11262857545402295,0.13465384575730788,0.14250917053481205,0.17623941550195452,0.09268718695021089,0.06024185248903258,0.07931457324361094,0.06998745427146448
A4,0.15303752965045006,0.20269948967119822,0.199921976417119,0.9999999999999999,0.1113053370286082,0.1425842428589431,0.2387677187882646,0.06464691963274363,0.1455982549331231,0.07153446333222344,0.24545098000462182,0.12369136382114053,0.10211201248572033,0.1602531930044526,0.0786463010826979,0.20339182959083127,0.10309026963231673,0.12475992241938666,0.05405084571623662,0.07252197230374303,0.11135813769370079,0.13845867032176165,0.019173500302960667,0.10349015343776441,0.09086262335853414,0.11975728295149317,0.13318833475280475,0.015258598701990006,0.18520122998461688,0.1730254885027607,0.1277367255083141,0.1238110823023217,0.07091610440639828,0.10104305911657549,0.06366503747048641,0.11186699924057449,0.09181587213479704,0.08089822242785494,0.05484232461502439,0.13805727508755042,0.09286923971775482,0.09493667389064214,0.1567197441315614,0.05364895775241503,0.05404513142566917,0.06388258795563559,0.10490841912446089,0.1006083995279,0.08772036695596322,0.14805489763254193,0.16522003607285426,0.10406383977042581,0.10664529291978805,0.1206778341234139,0.05617207268430867,0.11538918325106372,0.13561523087926006,0.09320087637921312,0.1017575516187721,0.11865989590466715,0.12413542828534578,0.06112035636632232,0.14318645732314905,0.10761866240408319,0.07382992656623102,0.114660295924438,0.10912306755729634,0.024600636901063837,0.11682887588375623,0.06945469908559511,0.108093990309749,0.11304415535795038,0.04063660178938627,0.10404285847186165,0.07708897451445272,0.07817655906897919,0.059446611472875846,0.131814501591544,0.08823154826060363,0.09971228925438837,0.08557884228364478,0.0685670477345708,0.05431249969880163,0.07262148657664974,0.1044922849470179,0.08687227025366367,0.11859792935122039,0.06663402051074457,0.31888226933889385,0.10300314851036328,0.14785597484699306,0.1519598334203919,0.13072724274820877,0.18436281639048105,0.12644761750398414,0.07301883301561904,0.027036566437828046,0.15253927927714228,0.07705289660580664,0.10281495953493372,0.09292729245823113,0.0815817477514627,0.09553478709113315,0.09242880114451468,0.11923771102921511,0.11945447112156865,0.06507797944285273,0.12035387977785994,0.20343321826448116,0.16130095856295518,0.10225121995595132,0.05400906922512251,0.09175339519925058,0.12094997654439768,0.07659114804753217,0.09717764144868656,0.31888226933889385,0.10300314851036328,0.12342660877072156,0.1246887742015048,0.09493480550675316,0.10410628172116582,0.06914646642520916,0.11826754652171804,0.09215128119455578,0.06117747490870471,0.1524133398326162,0.15465769798034174,0.14560153684924154,0.11412107113959374,0.11068989157938486,0.0976502637054623,0.15283736931145495,0.10303403831268496,0.07117472895218559,0.10533355737897375,0.0856532823986699,0.08561451855158186,0.09877797793041224,0.12769817808549808,0.06865385578739341,0.10268436435712013,0.10899080389491615,0.09514168420423576,0.05280208704135397,0.04972402583411667,0.053522455249358745,0.0715889954871916
A5,0.3356437024280797,0.259895163116399,0.18634310316540018,0.1113053370286082,1.0000000000000002,0.2586707369289782,0.20886895910983289,0.21542950247278495,0.22775372028948054,0.42646665797954003,0.28773745425522657,0.2670318994656054,0.20721069091574662,0.17425319034349063,0.1395751809705135,0.27763032764589374,0.2938566147506586,0.11514770930339385,0.15807883585172183,0.08788393663612806,0.42665609197564086,0.24602540078461993,0.045983638675140256,0.31682722772431837,0.28289669005442614,0.3175162660601043,0.1996665174907718,0.06754085067927486,0.15094497058539522,0.13774611096688377,0.5597839398501128,0.3696736133514653,0.28461169957655075,0.3955845375630762,0.2774388442800313,0.32216948974727355,0.3131701037452248,0.306082079370247,0.12681139437344865,0.36243873437710666,0.241655293698867,0.3122404538878849,0.380652126432321,0.15744019660673944,0.25229502766612394,0.185099887841769,0.27549305899087095,0.2717689711827638,0.2749482412454399,0.25265638539558366,0.31055729880244104,0.26593512126330077,0.21219688530292613,0.1991652566812704,0.18988060921350222,0.4482606988983278,0.4444345889491752,0.33735342108179334,0.3478988742370285,0.40226675993951494,0.39694538318051337,0.1949117262968917,0.2583132781103493,0.21249173729329812,0.24915439314324192,0.15699234639079301,0.24265530482447725,0.14095432325942606,0.30274229220452054,0.2169867668439432,0.2591849950631934,0.2287949004654748,0.14556267028934597,0.26280175019755014,0.24422959101295447,0.2648348722285326,0.1785803779319447,0.20545160671625745,0.20330474075648378,0.39719158509282,0.17275864407607863,0.19357940174318716,0.2308497797673164,0.2398208444929304,0.28454897052603045,0.2274790625343748,0.167782909829516,0.18636678138600826,0.11450004209197998,0.19644605253149794,0.24942264179690402,0.18335223709337067,0.2775972119703972,0.26821058113574947,0.22409706802420548,0.34436557254773453,0.07633308916579412,0.4287582454914232,0.26356670148355105,0.24877007432083026,0.13671737161343578,0.3341660962256051,0.31094407236088306,0.18050949061821417,0.2306663481073667,0.2626109221083929,0.1486328312941949,0.2959943032624341,0.15212160409313796,0.4064974368062494,0.32073594633514624,0.1025223011434118,0.19480366423565862,0.2643135900121457,0.17183283472417663,0.2401229522169473,0.11450004209197998,0.19644605253149794,0.3959884457285675,0.2577347615758535,0.3892620518925387,0.3855347476169624,0.33615487874745903,0.1466900609172188,0.3721202945030674,0.20512277981278293,0.32573582542506513,0.16551731237566378,0.20802720908014924,0.3792180705556963,0.28827745233433694,0.24377681361110226,0.16459114257376375,0.1609929750977131,0.17912533060126387,0.23834914941972174,0.1502014248986965,0.23808006717781413,0.27831785708088685,0.3242117191460495,0.259275237901875,0.28077177713517043,0.24183080047767627,0.3261134375722287,0.15719979035848633,0.14803593711705423,0.16958054045775203,0.13877822309719332
A6,0.23427765694172026,0.17687229416131978,0.15411109630669964,0.1425842428589431,0.2586707369289782,1.0000000000000002,0.1945073866816153,0.08015361732056071,0.10472805346284719,0.1341794895072016,0.14660480612350915,0.16745211480069597,0.09190074833152591,0.09086255719172703,0.13515359821075537,0.1427389665705633,0.20344982801187966,0.08862179382386784,0.10029046584524298,0.12053914099187125,0.32495438849583846,0.22852423038987313,0.07168217229243529,0.2764103540540302,0.14778370533165386,0.16107368640891237,0.13889888282933063,0.05067958201495003,0.08243887488749331,0.09376333577715809,0.20720412544127478,0.17607201644561107,0.2382638390213005,0.2590847495847011,0.15398012774239292,0.2607485707431608,0.1831596441447607,0.1837914359305002,0.10390071979001955,0.23385733169149303,0.17714367047902746,0.25090886871564194,0.28026446074730144,0.13454721615383436,0.22402145002145357,0.2074184633017335,0.19187638811872434,0.18701439687615473,0.27603678337578536,0.18355541008239526,0.19266258566021727,0.21441515118039325,0.1708890186192396,0.16389371714143167,0.11253291595493076,0.22701517572316715,0.2292262432776012,0.18016230993102766,0.27101988153336043,0.2562473800355522,0.1578071460662209,0.23323344121872627,0.21394047500409033,0.17938170057154884,0.1479696027563883,0.08366829879060758,0.17315491736445524,0.11965622905237949,0.2103412367055867,0.13655193059381615,0.278606578889197,0.22303920441565514,0.17815031814539234,0.17569003333757446,0.15915191236562606,0.25783968086497855,0.07873718776186821,0.21852147908567124,0.09106856005124069,0.2767175631686536,0.16758999154039692,0.0820389525625946,0.08151317169171728,0.1647971521406696,0.13237695140192504,0.14062496580484043,0.22237202619483346,0.1930638756088578,0.2448906824716437,0.6200277802035509,0.16006708032183925,0.10080517603832172,0.16117205796772782,0.11739217868876013,0.14337933890616422,0.18122881967557852,0.06957065222049914,0.27407085624439825,0.225494066625624,0.17987755826317195,0.13225246700872392,0.27498545255533957,0.2063739380432165,0.17418023291526596,0.19095100529134693,0.1731838085316217,0.161808608969573,0.24591230351290802,0.10346000112822279,0.2876692283152105,0.20927826612890987,0.08351463245675853,0.12138406508862688,0.161370994712298,0.16405814657296106,0.24078839510936947,0.2448906824716437,0.6200277802035509,0.3465792901313985,0.18756064083007631,0.20692163596024196,0.2852190733806952,0.16342137196653594,0.16033851510045305,0.21061117337945032,0.15354352029878848,0.3199045877190041,0.18876826136912117,0.14378694186789062,0.1945010368677159,0.23156847315681198,0.17377173610400742,0.18101688356731854,0.14722014836072173,0.13562628911801666,0.25001024739824296,0.13910179329586841,0.22632146802480163,0.22081037231626055,0.255782616122574,0.23110752831579123,0.23365811229448197,0.24297145602430387,0.2684736228892991,0.0914702745604091,0.08613807805993305,0.11862409668239118,0.07912183617286778
A7,0.26437366664349904,0.24068612916237525,0.18372016365984425,0.2387677187882646,0.20886895910983289,0.1945073866816153,1.0,0.10784816629087006,0.18006636531488487,0.16478416882846064,0.22179901938694657,0.20615637584959684,0.1316996747883582,0.5592123712457105,0.12318462423138304,0.2150604013904521,0.1856521840969634,0.10300048832558915,0.10989263282896307,0.14743793250174111,0.23547649232660053,0.2048908771268003,0.03778054650951873,0.19609147198306318,0.134609480396936,0.1689276431052583,0.17619019928946897,0.03840719059408551,0.16475137301040862,0.1348273847652181,0.23383146704502758,0.16248250076937498,0.17669765878714155,0.16801069127517843,0.14175558025330257,0.21006503616234107,0.2071933707044165,0.15858456441240468,0.11207035817675273,0.2213117393335849,0.1865431481638936,0.2852701739345446,0.2312714027142787,0.10163995808057014,0.12041986641010384,0.13169073397548595,0.1620379737906665,0.2130270510224223,0.1681408340795045,0.18966505721803012,0.4760207383195542,0.1681956523672879,0.14252683330880206,0.20122714229358105,0.10234894062848701,0.21668685317458375,0.20237853742906453,0.18057075308989048,0.1888510389397449,0.2365085984116247,0.21102632144071468,0.12317911267554779,0.18608832749881382,0.1387302393572682,0.14123329227872644,0.11860758539055659,0.15976098426876445,0.07688986582997738,0.261411055396847,0.14755721344275888,0.2282313641719136,0.2405399161366875,0.13314726631898866,0.16668198419254188,0.21033411453586975,0.1588184445833471,0.13300099830574305,0.1612185079700407,0.13308806771393095,0.2102912357541206,0.11114086999172051,0.14859594559099357,0.12887719928533825,0.13668132087482254,0.13455870094591038,0.13191956122397752,0.23569990335204738,0.15240238797655997,0.1765182385358103,0.18731672038506123,0.25127309763288325,0.20287020963116942,0.13691770161699926,0.1936595146875153,0.20460916791301212,0.165767767796255,0.05397571753910582,0.28184266366120075,0.1824392691967778,0.18970781790870922,0.15157509767886335,0.20544346198155902,0.1630826067361064,0.12884108164136307,0.12887877368202172,0.22133875800027392,0.118710783752591,0.26399421281730584,0.16177731896268602,0.22603923151262298,0.1611439615618179,0.08956491866362087,0.15298277117042056,0.16107305211806014,0.12192729529847646,0.20289361062037797,0.1765182385358103,0.18731672038506123,0.22465397426871436,0.22213718845016978,0.20335994176040584,0.21055975179952066,0.13368094745067938,0.13298430868736327,0.19323299598560484,0.12357103928480577,0.24696200653006015,0.12538854393933777,0.14252044047913195,0.171339075277298,0.19362805354810264,0.15345056911516097,0.14947603249289987,0.2059072192134208,0.15271370440120136,0.18886260170928668,0.15239461996282938,0.15673968360660126,0.1807683930354367,0.2610273974215492,0.13310846148848096,0.1847556072150571,0.18970242871234594,0.21403968289441505,0.10318652235624198,0.0882660865464907,0.1159760613213396,0.182959389829981
B1,0.27627202351793656,0.1777480158273896,0.10698175979961301,0.06464691963274363,0.21542950247278495,0.08015361732056071,0.10784816629087006,1.0000000000000002,0.14203479474421737,0.20248472147589414,0.24828139763644522,0.23962605015538058,0.17347608950197546,0.10339100390554294,0.1191986400246881,0.21458443702214205,0.24253319845797092,0.20825718938677718,0.1163863305083591,0.04603013771648996,0.2438520807720259,0.12247370234570758,0.016668879322272213,0.1629926914980982,0.13329442079644604,0.1445428231315702,0.19825129096315122,0.14368822097577694,0.09866690893892383,0.10197716672843715,0.26270214293101957,0.23175242789975456,0.1989785371049489,0.15385009712916342,0.20416995968873664,0.20443886278096912,0.18445386835886446,0.1566096516137205,0.0784403998352938,0.2326160424232508,0.18099518125105513,0.23461325559996835,0.18666864883077408,0.07679350354044606,0.1311642394696107,0.11181460775939925,0.13817250430649197,0.21037394052713884,0.14671859984348815,0.15348737919179195,0.21264224980207913,0.09066408076243923,0.1486573109604063,0.11319547931796188,0.0736366353027546,0.16398628202766113,0.193580265525786,0.16365008233753936,0.22516474783389862,0.2692716272182912,0.15037162248948927,0.07733292977982416,0.07684803293788163,0.22035057589985396,0.19493114054368382,0.15348202121285995,0.19858451689020984,0.057619118771266964,0.12691435084491454,0.18329362662441137,0.10498955074161799,0.09524006102802009,0.10959889393558543,0.22507636367458797,0.14860296311322269,0.16860936214902827,0.06264044460406268,0.09036339659636461,0.12920524803669692,0.2216046649173013,0.08829523595739842,0.07865980955137661,0.21932005447613329,0.1600625307080063,0.22003039869165364,0.1332404209677516,0.09739421328969325,0.0776797416424857,0.02822871793628487,0.08495786624873627,0.15347486333943217,0.21703780950638443,0.18176736065419688,0.17392097257630174,0.13661614466636182,0.17226514721935668,0.06945190493980287,0.23785009377858993,0.17449814815088616,0.14885065673373996,0.10003705843606606,0.17729837498140166,0.22399474163562977,0.13996334630455393,0.1772910956902507,0.16543184490075702,0.10191125664313856,0.15792400563642023,0.1195969100735852,0.22596567202034656,0.17053404490521504,0.05588949398538913,0.15741905180749077,0.1337956249236517,0.16098127288521596,0.1162736554385626,0.02822871793628487,0.08495786624873627,0.22341756943381488,0.15429068282091604,0.1940035440075572,0.17998427109932755,0.26392213368830736,0.10575998174792879,0.20259360271438773,0.04288074618136879,0.1732008053770651,0.13136388045710423,0.12382836977626165,0.1449987583549553,0.16358560774715816,0.14392495411106235,0.12337318993389833,0.10169054040122319,0.12079016546977481,0.13496381992321627,0.10410276889718893,0.16092229344559,0.17259810294999153,0.17564066318736277,0.14314706148401934,0.16322556686540793,0.24162562842049312,0.23459611256287055,0.12212900382125721,0.11500957786662912,0.11437043069981963,0.1038144700592911
B2,0.22006554655704624,0.17646695153507033,0.13349034271323704,0.1455982549331231,0.22775372028948054,0.10472805346284719,0.18006636531488487,0.14203479474421737,1.0000000000000002,0.19312534434364045,0.3456156516106665,0.18184854756369737,0.31676083629181256,0.14746605563152324,0.13577999354996667,0.2166462897871079,0.2012691580325276,0.29448133321279435,0.09712272846401439,0.08324924350607232,0.24360456343856407,0.15267309169357365,0.08638153434912066,0.14084268230591995,0.09999638351133591,0.14334653247863366,0.14458788799063876,0.03297753928691917,0.1752260573509851,0.17619316230602158,0.20974901979010388,0.12288013735634545,0.1471597421589015,0.1349537197040231,0.13229122053799178,0.15389287827607676,0.18309033642895794,0.20709868715759014,0.1900896003087938,0.18185261846035575,0.15867855523188967,0.17633400076981026,0.21227236277594586,0.06510161683926932,0.10197005352446649,0.08500201212821683,0.18103223883267247,0.21774357837240893,0.1311904989865188,0.2057195759117687,0.2415969346646106,0.12370053344521653,0.10974641120697838,0.13851637595037514,0.08991010335761278,0.177735785722874,0.2280016208759966,0.3804106740447107,0.16108300366305336,0.263544563700322,0.18389434820402495,0.09185175433525655,0.14804044412759498,0.1050184311027843,0.08766637940980927,0.3211480489352442,0.36013398207875,0.09226497264341453,0.1422376642494278,0.1159977090097214,0.1457094191497152,0.18108332302311775,0.1137701465801545,0.2677637337461541,0.15817494739552004,0.12909053360231548,0.09717051077162467,0.10104995696620304,0.3872674327122073,0.22041224055540576,0.11764197873689425,0.09871369805553176,0.1500255625612008,0.14545350060109194,0.146857773333988,0.13502137323991428,0.1264831935963043,0.14272987148932825,0.08924415137843988,0.11480533761786366,0.21977025010103246,0.25773399064062136,0.1745584774567141,0.39290364178488063,0.13673824446831484,0.17813800803725677,0.0490846477385795,0.2523387666091872,0.14633266460419161,0.15387830296107108,0.09675819722803163,0.1666112687615403,0.17033328684293067,0.1152159806991426,0.13652413223784526,0.2784408535657686,0.07919948100160855,0.2548275340820078,0.20512829209302558,0.23660746121745374,0.16439412885187457,0.17211998073409163,0.2757074869126508,0.34763913411783887,0.28991689414113386,0.16982719872071533,0.08924415137843988,0.11480533761786366,0.21103609449887256,0.19660463540742354,0.18873672524485086,0.198311671363558,0.17091721950567276,0.1558210740691522,0.22526247285174947,0.07230583249521919,0.2006627520572933,0.12417939393691582,0.12201870525987692,0.19193655102479126,0.1873200704631533,0.13883451890732573,0.12130382273694135,0.1401859972348934,0.1211013307278658,0.1391939780548793,0.12814047233587525,0.14652316204811563,0.16257820165299822,0.18111827553330856,0.16663821671872658,0.1827836919077926,0.24382167084930978,0.23147624044901857,0.09038546489505278,0.08511650662501927,0.09512452582487926,0.10847207971047396
B3,0.2767207038408871,0.16779739930638485,0.146765570671907,0.07153446333222344,0.42646665797954003,0.1341794895072016,0.16478416882846064,0.20248472147589414,0.19312534434364045,1.0000000000000002,0.17931830094453488,0.281818588572721,0.20709267498678774,0.23704436018621908,0.16366848923161179,0.2840654063045607,0.23808370629124967,0.13149268198482852,0.18227101165177195,0.1569118134781436,0.294805911228823,0.20377872804280633,0.032005896984656654,0.28374929291174306,0.21429178303463234,0.09982574896535085,0.1872563202686398,0.09614088454094302,0.1374681963281935,0.11799116541374098,0.3178369303512816,0.19613793711669594,0.2494541321654789,0.32253607964409736,0.16526053328920604,0.28602995321335434,0.31584550015544854,0.2614318224229057,0.15463339821664634,0.28590279019454945,0.18486062115250468,0.25956968017185045,0.26234002194660694,0.1430639561872704,0.17543937523324749,0.2001579646786342,0.18521631906402466,0.2790296978721457,0.273314829185803,0.19856181686431745,0.2730165095948551,0.14973054310452258,0.20058300892189274,0.14065706895687055,0.173308136414457,0.2571212761972065,0.2277145146448009,0.23600086520304323,0.2357741000379522,0.25504839653504574,0.20558259726830957,0.1910101999761515,0.1538928012554977,0.16366926901918757,0.2235320094299647,0.14849115435943416,0.27091614848925144,0.16294221943232695,0.21401122984187632,0.15774557392193764,0.18248295223013822,0.1693677358597694,0.2401260374594876,0.34602824270966503,0.16924111098685946,0.1871555332876724,0.1666094506740616,0.14715455840881006,0.12672223797623083,0.3041531792309457,0.14744822421631118,0.18199878147467158,0.18408583066950437,0.1916502919246242,0.23362711333651767,0.16040040963996574,0.14803589769665454,0.11728692027712778,0.051968226598347905,0.178195285877071,0.17689471779084964,0.13521887079380804,0.16664743499719742,0.1671948375004917,0.15621567242316528,0.27826463641708027,0.08508662533722855,0.2854174819029137,0.27594212405519364,0.21241568104419414,0.13850380673028675,0.3019067007645476,0.2161921194279752,0.1765562683269511,0.17528122741705937,0.2581116377337951,0.18200365574820832,0.24983737179267868,0.1032050590070545,0.26020474792425125,0.21228336071884735,0.08479761956470858,0.20994932292745916,0.17563290786193264,0.1604599988171207,0.15947514462860618,0.051968226598347905,0.178195285877071,0.23569401740561263,0.2342652580520308,0.2701655018560393,0.2442427669495241,0.3198928787544537,0.157464574912486,0.22526855062057466,0.06017374173187993,0.23475134988232496,0.12724595675435157,0.11251735805586875,0.2501010969489597,0.2263745117118276,0.19945600021492588,0.14728066628156902,0.10517217752338222,0.16010471050609185,0.2429857885063155,0.12452890628975208,0.2138733116116005,0.3190838710194216,0.2586605655162871,0.1486264428862677,0.1756795992979644,0.26580809688077817,0.29330444359418306,0.15968430161270103,0.10702794161386979,0.13136914022713833,0.11143289088923855
